symbol,net_profit_cagr,north_net_inflow,ps,type,percent,has_follow,tick_size,pb_ttm,float_shares,current,amplitude,pcf,current_year_percent,float_market_capital,north_net_inflow_time,market_capital,dividend_yield,lot_size,roe_ttm,total_percent,percent5m,income_cagr,amount,chg,issue_date_ts,eps,main_net_inflows,volume,volume_ratio,pb,followers,turnover_rate,mapping_quote_current,first_percent,name,pe_ttm,dual_counter_mapping_symbol,total_shares,limitup_days
SH600110,,0.0,1.9014,11,2.8,False,0.01,2.055,1735180932,6.97,5.46,11.3336,-1.69,12094211096,1770912000000.0,12094211096,,100,-3.9026477387569503,715.3,-0.14,13.130754564251967,407249020,0.19,876153600000,-0.13,,58736832,1.5,2.055,79442,3.39,,0.0,诺德股份,,,1735180932,0
SH603138,19.77379981921985,,16.2809,11,2.79,False,0.01,8.907,288342850,23.25,13.66,143.5451,63.5,6703971263,,6832540508,,100,-11.945561686683021,402.64,0.13,13.105322619206028,1631343205,0.63,1488729600000,-0.32,,72410885,1.53,8.907,33960,25.11,,44.04,海量数据,,,293872710,0
SH603398,79.54012578647055,,15.8641,11,2.77,False,0.01,6.257,433641524,9.27,3.66,65.0584,12.09,4019856927,,4019856927,,100,-96.38739385431967,44.5,0.11,-35.71461538007179,79888132,0.25,1449590400000,-2.76,,8612480,0.9,6.257,29482,1.99,,44.02,*ST沐邦,,,433641524,0
SH603373,4.962790126192362,0.0,1.639,11,2.73,False,0.01,2.487,45430108,41.8,5.41,10.1481,10.12,1898978514,1770912000000.0,4494623668,1.675,100,7.276223788798483,-5.06,-0.14,5.25187148435502,243873550,1.11,1703001600000,1.2,,5756876,3.0,2.487,4529,12.67,,141.88,安邦护卫,34.733,,107526882,0
SH603917,,,4.6581,11,2.72,False,0.01,1.836,203840000,15.13,4.21,38.7283,2.3,3084099200,,3084099200,0.991,100,0.5994952056262894,12.6,0.07,0.3086959193872252,173578078,0.4,1512316800000,0.05,,11450700,1.92,1.836,15504,5.62,,44.02,合力科技,304.626,,203840000,0
SH600748,,0.0,3.3792,11,2.6,False,0.01,0.975,1844562892,5.52,4.65,,1.85,10181987164,1770912000000.0,10181987164,,100,-6.164425088841638,268.37,0.0,-14.301493043803838,97664882,0.14,843580800000,-0.34,,17727241,1.37,0.975,41577,0.96,,110.74,上实发展,,,1844562892,0
SH600768,-66.87992026379575,,2.1463,11,2.59,False,0.01,6.148,133747200,17.8,6.17,,27.14,2380700160,,2380700160,0.843,100,3.452022099658754,430.57,0.06,55.168608009144336,118727037,0.45,847641600000,0.1,,6659038,1.1,6.148,11169,4.98,,114.23,宁波富邦,174.353,,133747200,0
SH600869,-0.9118699670859542,0.0,1.0006,11,2.59,False,0.01,6.595,2219352746,12.66,6.0,26.226,57.27,28097005764,1770912000000.0,28097005764,,100,-1.1696979277669282,1526.62,-0.08,10.106987544428225,923567121,0.32,792000000000,-0.02,,73040205,0.96,6.595,52472,3.29,,0.0,远东股份,,,2219352746,0
SH603069,,0.0,10.5313,11,2.57,False,0.01,8.887,316000000,22.76,3.83,114.2572,-16.17,7192160000,1770912000000.0,7192160000,,100,-16.342193243275386,407.81,0.04,-4.8976133381376075,198075901,0.57,1468252800000,-0.44,,8679092,1.34,8.887,49687,2.75,,43.98,海汽集团,,,316000000,0
SH600372,-14.10448633156457,0.0,3.2263,11,2.55,False,0.01,2.028,4838896630,16.06,5.3,272.1226,19.67,77712679878,1770912000000.0,77712679878,0.573,100,2.1960408509174068,292.32,-0.12,-4.45675363190553,1986662486,0.4,994348800000,0.17,,124063180,1.73,2.028,158223,2.56,,90.25,中航机载,93.911,,4838896630,0
SH603843,37.99672039921897,,3.3759,11,2.5,False,0.01,14.353,699623237,5.74,3.93,,0.35,4015837380,,4015837380,,100,-85.05166028263491,36.7,0.0,-21.450465072937263,121303889,0.14,1473004800000,-0.71,,21305198,0.85,14.354,28793,3.05,,43.94,*ST正平,,,699623237,0
SH601007,-9.744973427117598,,1.8434,11,2.48,False,0.01,2.036,390000000,8.27,3.59,17.2952,5.89,3225300000,,3225300000,0.846,100,1.882905365947385,49.0,-0.12,6.51124299687289,110193107,0.2,1175788800000,0.08,,13363801,1.26,2.036,33048,3.43,,214.59,金陵饭店,108.117,,390000000,0
SH600476,,,3.1448,11,2.46,False,0.01,19.466,161070000,13.73,4.48,47.896,-14.24,2211491100,,2211491100,,100,-8.571379905864372,150.99,0.0,9.959065001848577,94202839,0.33,1070985600000,-0.06,,6890300,1.01,19.467,32455,4.28,,131.47,湘邮科技,,,161070000,0
SH603078,-5.199049785542831,0.0,8.0025,11,2.45,False,0.01,4.909,385637248,24.67,4.36,48.1389,38.21,9513670908,1770912000000.0,9513670908,0.365,100,5.065867437746899,282.05,-0.08,9.091467185413627,635479178,0.59,1491753600000,0.24,,25791535,1.29,4.909,41813,6.69,,44.0,江化微,104.363,,385637248,0
SH603156,2.0739140402795897,0.0,6.9054,11,2.35,False,0.01,4.405,1260277566,31.42,8.6,28.586,9.29,39597921124,1770912000000.0,39597921124,5.92,100,17.094071345400863,28.25,-0.03,-1.8828553991939612,489072110,0.72,1518364800000,1.28,,15442037,2.33,4.405,68318,1.23,,44.0,养元饮品,24.564,,1260277566,0
SH603683,122.56644326733084,0.0,3.55,11,2.3,False,0.01,4.506,287309757,24.87,3.29,34.2466,-2.78,7145393657,1770912000000.0,7222538009,0.362,100,4.377518727881215,224.17,0.61,13.957723211334084,271134083,0.56,1508428800000,0.22,,10952360,1.33,4.493,13869,3.81,,44.0,晶华新材,112.648,,290411661,0
SH603334,7.908988483245927,,2.7936,11,2.3,False,0.01,8.979,31053628,54.75,5.4,,30.98,1700186133,,7856625000,,100,,-17.05,0.04,22.77143783419442,170300538,1.23,1762272000000,1.08,,3095091,0.74,4.706,2417,9.97,,172.6,丰倍生物,50.873,,143500000,0
SH603316,-7.978036543374301,,7.0967,11,2.29,False,0.01,5.71,264264000,13.86,5.98,58.0037,-4.41,3662699040,,3662699040,,100,-13.10923052349523,127.25,-0.14,-1.105935634741162,149794790,0.31,1497801600000,-0.34,,10694700,1.52,5.71,13603,4.05,,43.99,诚邦股份,,,264264000,0
SH600097,28.68356912250727,,1.323,11,2.28,False,0.01,1.304,240936559,12.55,3.34,13.6672,10.48,3023753815,,3023753815,0.637,100,4.6649774233307815,30.77,0.4,5.441086300891973,146871235,0.28,866649600000,0.44,,11726900,1.13,1.304,18810,4.87,,0.0,开创国际,28.708,,240936559,0
SH600288,70.24597781106642,0.0,3.619,11,2.26,False,0.01,3.637,436800000,15.85,3.42,32.6368,5.81,6923280000,1770912000000.0,6923280000,,100,2.291710706101221,107.79,0.0,-4.954223649098921,141409909,0.35,975427200000,0.1,,8932870,1.44,3.637,41278,2.05,,307.22,大恒科技,160.497,,436800000,0
SH603155,-32.92831792273595,0.0,9.8357,11,2.24,False,0.01,2.783,315786800,19.14,7.59,104.7733,11.73,6044159352,1770912000000.0,6044159352,2.874,100,4.166037041165799,16.16,0.16,-19.86730612477492,364401004,0.42,1598889600000,0.3,,19516531,2.38,2.783,12798,6.18,,43.99,新亚强,64.191,,315786800,0
